BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'29.4'	'protein.postranslational modification'	'cre17.g709750.t1.3|pacid:27571785'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_Tyk2_rpt2 PTKc_Jak1_rpt2 PTKc_Ack_like                                                                no original description'	T
'29.4'	'protein.postranslational modification'	'g18142.t2|pacid:27567750'	'no original description'	T
'29.4'	'protein.postranslational modification'	'g42.t1|pacid:27578949'	'S_TKc S_TKc Pkinase Pkinase_Tyr PTKc TyrKc SPS1 PTKc_FAK PTKc_Ack_like                    no original description'	T
'29.4'	'protein.postranslational modification'	'cre06.g308400.t1.2|pacid:27568658'	'no original description'	T
'29.4'	'protein.postranslational modification'	'cre02.g117050.t1.3|pacid:27574864'	'PTKc Pkinase_Tyr TyrKc S_TKc S_TKc Pkinase PTKc_Ack_like PTKc_Trk PTKc_Srm_Brk PTKc_InsR_like PTKc_FAK PTKc_FGFR PTKc_DDR PTKc_Src_like PTKc_Musk PTKc_PDGFR PTKc_Abl PTKc_DDR2 PTKc_Frk_like PTKc_c-ros PTKc_Syk_like PTKc_Csk_like PTKc_Jak_rpt2 PTKc_EphR PTKc_ALK_LTK PTKc_Tec_like PTKc_Ror PTK_CCK4 PTKc_Tie2 PTKc_Tie1 PTKc_Fes_like PTKc_Axl_like PTKc_Syk PTKc_DDR1 PTKc_Tyro3 PTKc_Csk PTKc_InsR PTKc_Fyn_Yrk PTKc_Tie PTKc_EGFR_like PTKc_Src PTKc_IGF-1R PTKc_TrkA PTKc_Chk PTKc_Ror1 PTKc_Yes PTKc_FGFR4 PTKc_DDR_like PTKc_EphR_A PTKc_EphR_B PTKc_TrkC PTKc_FGFR1 PTKc_Kit PTKc_VEGFR SPS1 PTKc_CSF-1R PTKc_Itk PTKc_TrkB PTKc_PDGFR_alpha PTKc_Met_Ron PTKc_EphR_A2 PTKc_Axl PTKc_Tec_Rlk PTKc_Ror2                              no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g524450.t1.3|pacid:27581285'	'PTPc PTPc Y_phosphatase PTP2 PTPc_motif        no original description'	T
'29.4'	'protein.postranslational modification'	'cre17.g710600.t1.2|pacid:27571718'	'PTKc Pkinase_Tyr TyrKc    no original description'	T
'29.4'	'protein.postranslational modification'	'g2887.t1|pacid:27575966'	'S_TKc S_TKc Pkinase PTKc Pkinase_Tyr SPS1 TyrKc PTKc_Ack_like              no original description'	T
'29.4'	'protein.postranslational modification'	'g10015.t1|pacid:27570306'	'TyrKc PTKc Pkinase_Tyr S_TKc PTKc_Ack_like S_TKc PTKc_Tec_like PTKc_Jak_rpt2    no original description'	T
'29.4'	'protein.postranslational modification'	'cre09.g387950.t1.3|pacid:27569762'	'S_TKc S_TKc Pkinase TyrKc Pkinase_Tyr PTKc PTKc_Src_like SPS1 PTKc_Csk_like PTKc_Frk_like PTKc_c-ros PTKc_Fes_like PTKc_EGFR_like PTKc_Srm_Brk PTKc_Chk PTKc_Abl PTKc_Jak_rpt2 PTKc_Ack_like PTKc_FAK PTKc_Syk_like PTKc_Lck_Blk PTKc_Tec_like PTKc_Fes PTKc_Ror PTKc_Fyn_Yrk PTK_CCK4 PTKc_Src PTKc_Lyn PTKc_FGFR PTKc_EphR PTKc_Yes PTKc_Fer PTKc_Itk PTKc_Axl_like PTKc_Trk PTKc_Csk PTKc_DDR1 PTKc_Tec_Rlk PTKc_Hck PTKc_Musk PTKc_InsR_like PTKc_Tyk2_rpt2 PTKc_Met_Ron PTKc_DDR PTKc_ALK_LTK PTKc_Ror1 PTKc_DDR2 PTKc_HER4 PTKc_HER2 PTKc_Jak2_Jak3_rpt2 PTKc_Syk PTKc_Tyro3 PTKc_Zap-70 PTKc_EGFR PTKc_FGFR4 PTKc_EphR_A PTKc_TrkA PTKc_PDGFR PTKc_DDR_like PTKc_TrkB PTKc_RET PTKc_Btk_Bmx PTKc_FGFR1 PTKc_Jak1_rpt2 PTKc_Tie2 PTKc_FGFR3 PTKc_TrkC PTKc_EphR_A2 PTKc_FGFR2 PTK_Ryk PTKc_IGF-1R                                                              no original description'	T
'29.4'	'protein.postranslational modification'	'g5375.t1|pacid:27572404'	'TyrKc Pkinase_Tyr PTKc S_TKc PTKc_Src_like S_TKc PTKc_Csk_like PTKc_EphR Pkinase PTKc_Frk_like PTKc_Srm_Brk PTKc_Ack_like PTKc_Src PTKc_Yes PTKc_Lyn PTKc_Abl PTKc_Fyn_Yrk PTKc_Lck_Blk PTKc_Tec_like PTK_Ryk PTKc_c-ros PTKc_PDGFR PTKc_Fes_like PTKc_Jak_rpt2 PTKc_Hck PTKc_EGFR_like PTKc_FGFR PTKc_Trk PTKc_Syk_like PTKc_Itk PTKc_Ror PTKc_Kit PTKc_EphR_A2 PTKc_ALK_LTK PTKc_InsR_like PTKc_Fes PTKc_Jak2_Jak3_rpt2 PTKc_FAK PTKc_DDR PTKc_Btk_Bmx PTKc_Csk PTKc_Musk PTKc_Ror1 SPS1 PTKc_Axl_like PTKc_EphR_A PTK_CCK4 PTKc_Chk PTKc_Tyk2_rpt2 PTKc_Tec_Rlk PTKc_FGFR4 PTKc_Met_Ron PTKc_Fer PTKc_DDR2 PTKc_Jak1_rpt2 PTKc_Syk PTKc_CSF-1R PTKc_DDR1 PTKc_PDGFR_beta PTKc_TrkA PTKc_RET PTKc_DDR_like PTKc_EphR_B PTKc_FGFR1 PTKc_FGFR3 PTKc_Zap-70 PTKc_HER4 PTKc_FGFR2 PTKc_TrkC PTK_HER3 PTKc_Ror2 PTKc_PDGFR_alpha PTKc_InsR PTKc_HER2 PTKc_EphR_A10 PTKc_Axl PTKc_Tyro3 PTKc_TrkB                                        no original description'	T
'29.4'	'protein.postranslational modification'	'cre16.g649100.t1.2|pacid:27567233'	'TyrKc Pkinase_Tyr PTKc S_TKc S_TKc Pkinase PTKc_Ack_like PTKc_Csk_like PTKc_Tec_like PTKc_c-ros PTKc_FAK PTKc_Btk_Bmx PTKc_ALK_LTK PTKc_EphR PTKc_Csk PTKc_InsR_like PTK_CCK4 PTKc_Ror PTKc_Chk SPS1 PTKc_Syk_like PTKc_Syk PTKc_Itk PTKc_Tec_Rlk PTKc_Jak_rpt2 PTKc_EGFR_like PTKc_Fes_like PTKc_EphR_B PTKc_Src_like PTKc_FGFR PTKc_Trk PTKc_Srm_Brk PTKc_Abl PTKc_EphR_A PTKc_Zap-70 PTKc_PDGFR PTKc_Lck_Blk PTKc_Ror1 PTKc_EphR_A2 PTKc_HER4 PTKc_DDR PTKc_Musk PTK_Ryk PTKc_Jak2_Jak3_rpt2 PTKc_Lyn PTKc_Axl_like PTKc_DDR2 PTKc_Frk_like PTKc_Src PTKc_Fes PTKc_Fyn_Yrk PTKc_Ror2 PTKc_IGF-1R PTKc_EGFR                                     no original description'	T
'29.4'	'protein.postranslational modification'	'g16124.t1|pacid:27566664'	'S_TKc S_TKc Pkinase_Tyr Pkinase TyrKc PTKc PTKc_EphR PTKc_Csk_like PTKc_EGFR_like PTKc_FGFR PTKc_Ack_like PTKc_FAK PTKc_c-ros PTKc_EphR_A PTKc_Abl PTKc_Tec_like SPS1 PTKc_Src_like PTKc_Jak_rpt2 PTKc_EphR_B PTKc_Frk_like PTKc_InsR_like PTKc_EphR_A10 PTK_CCK4 PTKc_Trk PTKc_Srm_Brk PTKc_Fyn_Yrk PTKc_ALK_LTK PTKc_EphR_A2 PTKc_FGFR4 PTKc_Lyn PTKc_Syk_like PTKc_Src PTKc_Lck_Blk PTKc_Csk PTKc_PDGFR PTKc_Ror PTKc_Yes PTKc_Chk PTKc_Syk PTKc_Met_Ron PTKc_Hck PTK_HER3 PTKc_Fes_like PTKc_Itk PTKc_FGFR2 PTKc_Tec_Rlk PTKc_Kit PTKc_HER2 PTKc_FGFR3 PTKc_VEGFR2 PTKc_FGFR1 PTKc_VEGFR3 PTKc_RET PTKc_Tyro3 PTKc_Btk_Bmx PTKc_Ror1 PTKc_InsR PTKc_DDR PTKc_Tie1 PTKc_IGF-1R PTKc_Jak1_rpt2 PTKc_Musk PTKc_VEGFR                                             no original description'	T
'29.4'	'protein.postranslational modification'	'cre08.g364850.t1.3|pacid:27563586'	'no original description'	T
'29.4'	'protein.postranslational modification'	'cre10.g457700.t1.2|pacid:27580154'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_EGFR_like PTKc_Syk_like PTKc_Srm_Brk PTKc_Jak_rpt2 PTKc_Ack_like PTKc_Tec_Rlk PTKc_Btk_Bmx PTKc_Fes PTKc_Itk PTKc_Csk_like PTKc_Fes_like PTKc_Tec_like PTKc_FAK PTKc_EphR PTKc_Frk_like PTKc_Abl PTKc_EphR_A PTKc_Src_like PTKc_Fer PTKc_EphR_B PTKc_Syk PTKc_HER4                                                                                           no original description'	T
'29.4'	'protein.postranslational modification'	'cre15.g635700.t1.3|pacid:27572995'	'S_TKc Pkinase S_TKc Pkinase_Tyr TyrKc PTKc SPS1 PTKc_Ack_like PTKc_Jak_rpt2 PTKc_Syk_like PTKc_Ror PTKc_c-ros PTKc_Frk_like PTKc_FAK PTKc_Src_like PTKc_DDR PTKc_Fer PTKc_Fes_like PTKc_InsR_like PTKc_Trk PTKc_Srm_Brk PTKc_Abl PTKc_Tec_like PTKc_EGFR_like PTK_CCK4 PTKc_Fes PTKc_TrkA                                 no original description'	T
'29.4'	'protein.postranslational modification'	'cre12.g529550.t1.2|pacid:27581527'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Btk_Bmx PTKc_Csk_like PTKc_Tec_like PTKc_FAK PTKc_Itk PTKc_Tec_Rlk PTKc_Src_like PTKc_Frk_like PTKc_Jak_rpt2 PTKc_Chk PTKc_Srm_Brk PTKc_Csk PTKc_Fes_like PTKc_Trk                                                                               no original description'	T
'29.4'	'protein.postranslational modification'	'g683.t2|pacid:27578497'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 PTKc_InsR_like PTKc_FAK PTKc_c-ros PTKc_Tec_like PTKc_Csk_like PTKc_Met_Ron PTKc_ALK_LTK PTKc_Ack_like PTKc_Fes_like PTKc_Chk PTKc_DDR PTKc_FGFR PTKc_Src_like PTKc_EphR PTKc_Syk_like PTKc_Tec_Rlk PTKc_Btk_Bmx PTK_CCK4 PTK_Ryk PTKc_PDGFR PTKc_Axl_like PTKc_InsR PTKc_EGFR_like PTKc_Kit PTKc_EphR_B PTKc_Lck_Blk PTKc_CSF-1R PTKc_Frk_like PTKc_RET PTKc_Itk PTKc_Jak_rpt2 PTKc_DDR1 PTKc_Aatyk PTKc_Srm_Brk PTKc_Fyn_Yrk PTKc_Fer PTKc_Fes                              no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre06.g307100.t1.3|pacid:27568081'	'AarF   no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g15189.t1|pacid:27565754'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre03.g206650.t1.2|pacid:27576307'	'S_TKc S_TKc Pkinase    no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g008150.t1.3|pacid:27578409'	'S_TKc S_TKc SPS1 Pkinase  no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g434.t1|pacid:27579043'	'Ins134_P3_kin  no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre08.g383400.t1.3|pacid:27563492'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g031300.t1.3|pacid:27579042'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc                                                                  no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre12.g545750.t1.2|pacid:27582009'	'Pkinase S_TKc S_TKc  no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g008650.t1.3|pacid:27579091'	'Pkinase S_TKc              no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g10603.t1|pacid:27579631'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre08.g385050.t1.3|pacid:27562961'	'S_TKc S_TKc Pkinase SPS1 TyrKc Pkinase_Tyr PTKc PTKc_Jak_rpt2 PTKc_EphR PTKc_EphR_A PTKc_Srm_Brk PTKc_Csk_like PTKc_EphR_B PTKc_FAK PTKc_Jak2_Jak3_rpt2                                                                         no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g11855.t1|pacid:27565317'	'Pkinase_Tyr TyrKc S_TKc PTKc S_TKc Pkinase PTKc_Ack_like SPS1        no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g012950.t1.3|pacid:27578048'	'S_TKc S_TKc   no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g001150.t1.3|pacid:27578561'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre17.g742250.t1.3|pacid:27571869'	'S_TKc S_TKc Pkinase SPS1 TyrKc Pkinase_Tyr PTKc PTKc_Jak_rpt2                                                         no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre06.g302800.t1.2|pacid:27568028'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc              no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre02.g088750.t1.2|pacid:27575621'	'TEL1 FAT PI3Kc PI3Kc_related      no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre10.g460700.t1.3|pacid:27579773'	'S_TKc S_TKc Pkinase SPS1     no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g949.t1|pacid:27578066'	'SR PRK07764 PRK05648       no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre06.g302750.t1.2|pacid:27568504'	'WD40 COG2319       no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre06.g248850.t1.3|pacid:27569191'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc                                    no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre07.g351450.t1.3|pacid:27564774'	'Mad3_BUB1_I   no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre10.g423150.t1.3|pacid:27579727'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre13.g575300.t1.3|pacid:27573672'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre03.g160350.t1.2|pacid:27577433'	'S_TKc S_TKc Pkinase Pkinase_Tyr TyrKc PTKc SPS1 ANK PTKc_Jak_rpt2 PTKc_EGFR_like PTKc_PDGFR PTKc_Src_like PTKc_InsR_like PTKc_Csk_like PTKc_Syk_like PTKc_Tyk2_rpt2 PTKc_Jak2_Jak3_rpt2                                 no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g4701.t2|pacid:27580766'	'COG0724       no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre07.g355250.t1.2|pacid:27564368'	'S_TKc S_TKc Pkinase Pkinase_Tyr SPS1 TyrKc PTKc                          no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g18025.t1|pacid:27572150'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_EphR_A PTKc_Srm_Brk PTKc_EphR PTKc_Csk_like PTKc_Src_like PTKc_Fes_like                                                                        no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre10.g463450.t1.3|pacid:27579792'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g036250.t1.2|pacid:27577903'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc                                                            no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g13681.t1|pacid:27581969'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g012950.t2.1|pacid:27578047'	'S_TKc Pkinase S_TKc TyrKc Pkinase_Tyr   no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g4700.t1|pacid:27580681'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc PTKc_Jak_rpt2 PTKc_EphR PTKc_FAK PTKc_Ror                                                              no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre07.g339850.t2.1|pacid:27564761'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g4701.t1|pacid:27580765'	'COG0724       no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre08.g374200.t1.3|pacid:27562987'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr PTKc TyrKc                                                          no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g041500.t1.1|pacid:27578479'	'SbcC PRK02224 Myosin_tail_1 Smc   no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g15381.t1|pacid:27573057'	'no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g045601.t1.2|pacid:27579106'	'SR  no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre10.g432250.t1.3|pacid:27579865'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak2_Jak3_rpt2 PTKc_Jak_rpt2                                                                no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g952.t1|pacid:27578814'	'SR PRK07764 PRK07003 PRK05648 PRK12323        no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g038000.t1.3|pacid:27577890'	'S_TKc S_TKc Pkinase SPS1 HisS hisS               no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'g9815.t1|pacid:27570259'	'S_TKc S_TKc Pkinase SPS1 Pkinase_Tyr TyrKc PTKc PTKc_Jak_rpt2 PTKc_Srm_Brk PTKc_Jak2_Jak3_rpt2 PTKc_FAK PTKc_Syk_like PTKc_Csk_like PTKc_Trk PTKc_Tyk2_rpt2 PTKc_FGFR PTKc_Src_like PTKc_Frk_like PTKc_Ror PTKc_InsR_like PTKc_Jak1_rpt2 PTKc_PDGFR PTKc_Csk PTKc_RET                                                                            no original description'	T
'29.4.1'	'protein.postranslational modification.kinase'	'cre01.g045600.t1.3|pacid:27578352'	'S_TKc Pkinase S_TKc SPS1 Pkinase_Tyr                              no original description'	T
'29.4.1.51'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase I'	''	''	
'29.4.1.52'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase II'	''	''	
'29.4.1.53'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase III'	''	''	
'29.4.1.54'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IV'	''	''	
'29.4.1.55'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase V'	''	''	
'29.4.1.56'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VI'	''	''	
'29.4.1.57'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'	'g11567.t1|pacid:27565441'	'no original description'	T
'29.4.1.57'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'	'cre12.g532050.t1.2|pacid:27581548'	'S_TKc S_TKc Pkinase Pkinase_Tyr PTKc TyrKc SPS1 PTKc_Jak_rpt2 ANK PTKc_Src_like PTKc_Frk_like PTKc_InsR_like PTKc_Srm_Brk PTKc_Csk_like PTKc_Trk PTKc_EGFR_like PTKc_Ror PTKc_Fes_like PTKc_Syk_like PTKc_DDR Ubox PTKc_Abl PTKc_FAK PTKc_EphR PTKc_Ack_like PTKc_TrkB PTKc_Lck_Blk PTKc_TrkA U-box PTKc_Fer                            no original description'	T
'29.4.1.57'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'	'g2736.t1|pacid:27574563'	'S_TKc S_TKc Pkinase  no original description'	T
'29.4.1.57'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'	'cre12.g517600.t1.2|pacid:27581116'	'S_TKc S_TKc Pkinase TyrKc Pkinase_Tyr SPS1 PTKc PTKc_Jak_rpt2 PTKc_Ack_like PTKc_Src_like PTKc_EGFR_like PTKc_InsR_like PTKc_FAK PTKc_Srm_Brk PTKc_EphR PTKc_Csk_like PTKc_Ror PTKc_Frk_like PTKc_Musk PTKc_Lck_Blk PTKc_Hck PTKc_InsR PTKc_Lyn PTKc_DDR PTKc_Trk                                                   no original description'	T
'29.4.1.58'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII'	''	''	
'29.4.1.59'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX'	'cre10.g444000.t1.2|pacid:27579685'	'no original description'	T
'29.4.1.59'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX'	'cre09.g389450.t1.2|pacid:27569761'	'Ubox U-box  no original description'	T
'29.4.1.59'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX'	'cre04.g219950.t1.2|pacid:27580494'	'no original description'	T
'29.4.1.59'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX'	'cre10.g444150.t1.1|pacid:27579295'	'no original description'	T
'29.4.1.59'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX'	'g6215.t1|pacid:27569152'	'Ubox U-box  no original description'	T
'29.4.1.60'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase X'	''	''	
'29.4.1.61'	'protein.postranslational modification.kinase.receptor like cytoplasmatic kinase X'	''	''	
'29.5'	'protein.degradation'	'cre16.g690900.t1.2|pacid:27566595'	'Rhomboid COG0705    no original description'	T
'29.5'	'protein.degradation'	'cre08.g362700.t1.2|pacid:27563204'	'no original description'	T
'29.5'	'protein.degradation'	'cre01.g049350.t1.3|pacid:27578427'	'no original description'	T
'29.5'	'protein.degradation'	'cre03.g200100.t1.3|pacid:27577181'	'UAS UAS UAS_ETEA   no original description'	T
'29.5'	'protein.degradation'	'cre07.g315050.t2.1|pacid:27564421'	'GATase1_Glutamyl_Hydrolase   no original description'	T
'29.5'	'protein.degradation'	'cre03.g188600.t1.2|pacid:27576528'	'no original description'	T
'29.5'	'protein.degradation'	'cre03.g191150.t1.2|pacid:27576191'	'UAS  no original description'	T
'29.5'	'protein.degradation'	'cre03.g193700.t1.1|pacid:27576065'	'no original description'	T
'29.5'	'protein.degradation'	'cre16.g676850.t1.2|pacid:27566216'	'SpoIIIAA  no original description'	T
'29.5'	'protein.degradation'	'cre14.g623200.t1.3|pacid:27565613'	'Peptidase_M17 PepB PRK00913 Peptidase_M17 PRK05015   no original description'	T
'29.5'	'protein.degradation'	'cre15.g639400.t1.2|pacid:27573123'	'PRK09604 QRI7 Peptidase_M22 PRK09605 HINT_subgroup Hit    no original description'	T
'29.5'	'protein.degradation'	'cre03.g184700.t1.2|pacid:27577694'	'no original description'	T
'29.5'	'protein.degradation'	'cre06.g276700.t1.2|pacid:27569542'	'PRK09290 PRK12893 PRK12890 PRK12892 PRK12891 Peptidase_M20 ArgE  no original description'	T
'29.5'	'protein.degradation'	'cre05.g241650.t1.3|pacid:27572537'	'DAP2 Peptidase_S9   no original description'	T
'29.5'	'protein.degradation'	'g4429.t1|pacid:27577637'	'no original description'	T
'29.5'	'protein.degradation'	'cre12.g556150.t1.2|pacid:27582984'	'no original description'	T
'29.5'	'protein.degradation'	'g2941.t1|pacid:27576239'	'no original description'	T
'29.5'	'protein.degradation'	'cre06.g309450.t1.2|pacid:27568798'	'Peptidase_M14 Zn_pept    no original description'	T
'29.5'	'protein.degradation'	'g11579.t1|pacid:27564928'	'no original description'	T
'29.5'	'protein.degradation'	'g16800.t1|pacid:27566613'	'SpoIIIAA  no original description'	T
'29.5'	'protein.degradation'	'cre01.g007700.t1.2|pacid:27578120'	'PRK00913 Peptidase_M17 PepB Peptidase_M17 PRK05015   no original description'	T
'29.5'	'protein.degradation'	'cre13.g572900.t2.1|pacid:27573705'	'Dcp PRK10911 Peptidase_M3 PRK10280    no original description'	T
'29.5'	'protein.degradation'	'cre01.g027100.t1.2|pacid:27577877'	'no original description'	T
'29.5'	'protein.degradation'	'cre04.g213250.t1.2|pacid:27580378'	'PepN  no original description'	T
'29.5'	'protein.degradation'	'cre07.g315050.t1.3|pacid:27564422'	'GATase1_Glutamyl_Hydrolase   no original description'	T
'29.5'	'protein.degradation'	'cre02.g108100.t1.3|pacid:27575124'	'Peptidase_M28   no original description'	T
'29.5'	'protein.degradation'	'cre06.g300450.t1.2|pacid:27569014'	'SpoIIIAA  no original description'	T
'29.5'	'protein.degradation'	'cre02.g073400.t1.3|pacid:27574844'	'Peptidase_M3 Dcp PRK10911 PRK10280    no original description'	T
'29.5'	'protein.degradation'	'cre17.g723250.t1.2|pacid:27571873'	'PqqL Ptr    no original description'	T
'29.5'	'protein.degradation'	'g16774.t1|pacid:27566306'	'PA_C_RZF_like   no original description'	T
'29.5'	'protein.degradation'	'cre02.g141550.t1.2|pacid:27575308'	'no original description'	T
'29.5'	'protein.degradation'	'cre12.g496150.t1.2|pacid:27581987'	'SpoIIIAA  no original description'	T
'29.5'	'protein.degradation'	'cre14.g620150.t1.1|pacid:27566170'	'HtpX  no original description'	T
'29.5'	'protein.degradation'	'cre06.g310050.t1.2|pacid:27569561'	'no original description'	T
'29.5'	'protein.degradation'	'cre13.g580700.t1.3|pacid:27573516'	'PRK09290 PRK12890 PRK12893 PRK12892 PRK12891 ArgE Peptidase_M20  no original description'	T
'29.5'	'protein.degradation'	'cre10.g423300.t1.1|pacid:27579269'	'DAP2 Peptidase_S9   no original description'	T
'29.5'	'protein.degradation'	'cre06.g305850.t1.3|pacid:27568723'	'no original description'	T
'29.5'	'protein.degradation'	'cre03.g184700.t2.1|pacid:27577693'	'Peptidase_C14   no original description'	T
